,Name,Label,Editing,Model,Model_Type,Specifier,Value,Units,Temperature_Value,Temperature_Units,Value_Average,Temperature_Average,Pressure,Process,Direction_of_Measurement,Resolution,DOI,Title,Access_Type,Publisher,Publication_Year,Authors,Journal,kL_avg,composition_name
88,SrB6,,,ThermCond,total,thermal conductivity,[20.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),20.0,295.0,,,,,10.1016/j.mtla.2018.06.003,Rapid deposition and thermoelectric properties of ytterbium boride thin films using hybrid physical chemical vapor deposition ,payment,Elsevier,2018,GUELOU,Materialia,20.0,SrB6
89,BaB6,,,ThermCond,total,thermal conductivity,[12.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),12.0,295.0,,,,,10.1016/j.mtla.2018.06.003,Rapid deposition and thermoelectric properties of ytterbium boride thin films using hybrid physical chemical vapor deposition ,payment,Elsevier,2018,GUELOU,Materialia,12.0,BaB6
97,AgSbTe2,,,ThermCond,lattice,lattice thermal conductivity,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.6000000000000001,295.0,,,,,10.1039/c3ta13729e,A study of Yb0.2Co4Sb12–AgSbTe2 nanocomposites: simultaneous enhancement of all three thermoelectric properties,payment,RSC,2014,"Jiangying Peng, Liangwei Fu, Qiongzhen Liu, Ming Liu, Junyou Yang, Dale Hitchcock, Menghan Zhou, Jian He, Jiangying Peng, Liangwei Fu, Qiongzhen Liu, Ming Liu, Junyou Yang, Dale Hitchcock, Menghan Zhou, Jian He",Journal of Materials Chemistry A,0.6,AgSbTe2
99,Tl9BiTe6,,,ThermCond,total,thermal conductivities,[0.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.5,300.0,,,,,10.1016/j.jssc.2011.01.031,"Effects of partial anion substitution on the thermoelectric properties of silver(I) chalcogenide halides in the system Ag5
Q
2
X with Q=Te, Se and S and X=Br and Cl ",payment,Elsevier,2011,ECKSTEIN,Journal of Solid State Chemistry,0.5,Tl9BiTe6
99,Tl9BiTe6,,,ThermCond,total,thermal conductivities,[0.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.5,300.0,,,,,10.1016/j.jssc.2011.01.031,"Effects of partial anion substitution on the thermoelectric properties of silver(I) chalcogenide halides in the system Ag5
Q
2
X with Q=Te, Se and S and X=Br and Cl ",payment,Elsevier,2011,ECKSTEIN,Journal of Solid State Chemistry,0.5,Tl9BiTe6
112,Zn4Sb3,,,ThermCond,total,thermal conductivity,[6.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[670.0],Kelvin^(1.0),6.5,670.0,,,,,10.1039/c2jm33899h,Semiconductor nanowires for thermoelectrics,payment,RSC,2012,"Zhen Li, Qiao Sun, Xiang Dong Yao, Zhong Hua Zhu, Gao Qing (Max) Lu, Zhen Li, Qiao Sun, Xiang Dong Yao, Zhong Hua Zhu, Gao Qing (Max) Lu",Journal of Materials Chemistry,6.5,Zn4Sb3
112,Zn4Sb3,,,ThermCond,total,thermal conductivity,[6.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[670.0],Kelvin^(1.0),6.5,670.0,,,,,10.1039/c2jm33899h,Semiconductor nanowires for thermoelectrics,payment,RSC,2012,"Zhen Li, Qiao Sun, Xiang Dong Yao, Zhong Hua Zhu, Gao Qing (Max) Lu, Zhen Li, Qiao Sun, Xiang Dong Yao, Zhong Hua Zhu, Gao Qing (Max) Lu",Journal of Materials Chemistry,6.5,Zn4Sb3
113,AgSn25SbTe27,,,ThermCond,total,κtot,[3.4],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),3.4,300.0,,,,,10.1016/j.matchemphys.2018.02.047,"Synthesis and transport properties of p-type lead-free AgSn
m
SbSe2Te
m
thermoelectric systems ",payment,Elsevier,2018,FIGUEROAMILLON,Materials Chemistry and Physics,3.4,AgSn25SbTe27
113,AgSn25SbTe27,,,ThermCond,total,κtot,[3.4],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),3.4,300.0,,,,,10.1016/j.matchemphys.2018.02.047,"Synthesis and transport properties of p-type lead-free AgSn
m
SbSe2Te
m
thermoelectric systems ",payment,Elsevier,2018,FIGUEROAMILLON,Materials Chemistry and Physics,3.4,AgSn25SbTe27
114,AgSn10SbSe2Te10,,,ThermCond,lattice,κlatt,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.6000000000000001,300.0,,,,,10.1016/j.matchemphys.2018.02.047,"Synthesis and transport properties of p-type lead-free AgSn
m
SbSe2Te
m
thermoelectric systems ",payment,Elsevier,2018,FIGUEROAMILLON,Materials Chemistry and Physics,0.6,AgSn10SbSe2Te10
114,AgSn10SbSe2Te10,,,ThermCond,lattice,κlatt,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.6000000000000001,300.0,,,,,10.1016/j.matchemphys.2018.02.047,"Synthesis and transport properties of p-type lead-free AgSn
m
SbSe2Te
m
thermoelectric systems ",payment,Elsevier,2018,FIGUEROAMILLON,Materials Chemistry and Physics,0.6,AgSn10SbSe2Te10
114,AgSn10SbSe2Te10,,,ThermCond,lattice,κlatt,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.6000000000000001,300.0,,,,,10.1016/j.matchemphys.2018.02.047,"Synthesis and transport properties of p-type lead-free AgSn
m
SbSe2Te
m
thermoelectric systems ",payment,Elsevier,2018,FIGUEROAMILLON,Materials Chemistry and Physics,0.6,AgSn10SbSe2Te10
122,AgPbBiSe3,,,ThermCond,lattice,κlat,"[0.5, 0.4]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[290.0, 820.0]",Kelvin^(1.0),0.45,555.0,,,,,10.1039/c9sc00485h,Bonding heterogeneity and lone pair induced anharmonicity resulted in ultralow thermal conductivity and promising thermoelectric properties in n-type AgPbBiSe3,open,RSC,2019,"Moinak Dutta, Koushik Pal, Umesh V. Waghmare, Kanishka Biswas, Moinak Dutta, Koushik Pal, Umesh V. Waghmare, Kanishka Biswas",Chemical Science,0.45,AgPbBiSe3
124,AgPbBiSe3,,,ThermCond,lattice,κlat,[0.23],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[823.0],Kelvin^(1.0),0.23,823.0,,,,,10.1039/c9sc00485h,Bonding heterogeneity and lone pair induced anharmonicity resulted in ultralow thermal conductivity and promising thermoelectric properties in n-type AgPbBiSe3,open,RSC,2019,"Moinak Dutta, Koushik Pal, Umesh V. Waghmare, Kanishka Biswas, Moinak Dutta, Koushik Pal, Umesh V. Waghmare, Kanishka Biswas",Chemical Science,0.23,AgPbBiSe3
127,Ge20Te80,,,ThermCond,total,thermal conductivity,[0.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.1,300.0,,,,,10.1039/b908579c,Conducting glasses as new potential thermoelectric materials: the Cu–Ge–Te case,payment,RSC,2010,"António Pereira Gonçalves, Elsa Branco Lopes, Olivier Rouleau, Claude Godart, António Pereira Gonçalves, Elsa Branco Lopes, Olivier Rouleau, Claude Godart",Journal of Materials Chemistry,0.1,Ge20Te80
127,Ge20Te80,,,ThermCond,total,thermal conductivity,[0.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.1,300.0,,,,,10.1039/b908579c,Conducting glasses as new potential thermoelectric materials: the Cu–Ge–Te case,payment,RSC,2010,"António Pereira Gonçalves, Elsa Branco Lopes, Olivier Rouleau, Claude Godart, António Pereira Gonçalves, Elsa Branco Lopes, Olivier Rouleau, Claude Godart",Journal of Materials Chemistry,0.1,Ge20Te80
132,BiSbSe3,,,ThermCond,total,thermal conductivity,"[0.6, 0.4]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[300.0, 800.0]",Kelvin^(1.0),0.5,550.0,,,,,10.1039/d0cp01231a,"Microscopic origin of the extremely low thermal conductivity and outstanding thermoelectric performance of BiSbX3 (X = S, Se) revealed by first-principles study",payment,RSC,2020,"Ziye Zhang, Renqi Zhang, Ning Qi, Yichu Wu, Zhiquan Chen, Ziye Zhang, Renqi Zhang, Ning Qi, Yichu Wu, Zhiquan Chen",Physical Chemistry Chemical Physics,0.5,BiSbSe3
133,BiSbSe3,,,ThermCond,lattice,κL,[0.38],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.38,295.0,,,,,10.1039/d0cp01231a,"Microscopic origin of the extremely low thermal conductivity and outstanding thermoelectric performance of BiSbX3 (X = S, Se) revealed by first-principles study",payment,RSC,2020,"Ziye Zhang, Renqi Zhang, Ning Qi, Yichu Wu, Zhiquan Chen, Ziye Zhang, Renqi Zhang, Ning Qi, Yichu Wu, Zhiquan Chen",Physical Chemistry Chemical Physics,0.38,BiSbSe3
136,BiSbSe3,,,ThermCond,lattice,κL,[0.38],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.38,300.0,,,a axis,,10.1039/d0cp01231a,"Microscopic origin of the extremely low thermal conductivity and outstanding thermoelectric performance of BiSbX3 (X = S, Se) revealed by first-principles study",payment,RSC,2020,"Ziye Zhang, Renqi Zhang, Ning Qi, Yichu Wu, Zhiquan Chen, Ziye Zhang, Renqi Zhang, Ning Qi, Yichu Wu, Zhiquan Chen",Physical Chemistry Chemical Physics,0.38,BiSbSe3
137,NaPb13Sn5SbTe20,,,ThermCond,lattice,lattice thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.0,295.0,,,,,10.1557/PROC-1044-U08-05,"Thermoelectric Properties of the Nanostructured NaPb18-xSnxMTe20 (M=Sb, Bi) Materials",payment,Springer,2008,"Gueguen Aurelie, Poudeu Pierre Ferdinand, Pcionek Robert, Kong Huijun, Uher Ctirad, Kanatzidis Mercouri G.",MRS Online Proceedings Library,1.0,NaPb13Sn5SbTe20
137,NaPb13Sn5SbTe20,,,ThermCond,lattice,lattice thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.0,295.0,,,,,10.1557/PROC-1044-U08-05,"Thermoelectric Properties of the Nanostructured NaPb18-xSnxMTe20 (M=Sb, Bi) Materials",payment,Springer,2008,"Gueguen Aurelie, Poudeu Pierre Ferdinand, Pcionek Robert, Kong Huijun, Uher Ctirad, Kanatzidis Mercouri G.",MRS Online Proceedings Library,1.0,NaPb13Sn5SbTe20
137,NaPb13Sn5SbTe20,,,ThermCond,lattice,lattice thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.0,295.0,,,,,10.1557/PROC-1044-U08-05,"Thermoelectric Properties of the Nanostructured NaPb18-xSnxMTe20 (M=Sb, Bi) Materials",payment,Springer,2008,"Gueguen Aurelie, Poudeu Pierre Ferdinand, Pcionek Robert, Kong Huijun, Uher Ctirad, Kanatzidis Mercouri G.",MRS Online Proceedings Library,1.0,NaPb13Sn5SbTe20
141,NaCo2O4,,,ThermCond,total,thermal conductivity,"[3.0, 5.0]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),4.0,295.0,,,,,10.1016/j.jallcom.2019.02.199,Enhancing thermoelectric properties of NaCo2O4 ceramics through Na pre-treatment induced nano-decoration ,open,Elsevier,2019,JAKUBCZYK,Journal of Alloys and Compounds,4.0,NaCo2O4
141,NaCo2O4,,,ThermCond,total,thermal conductivity,"[3.0, 5.0]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),4.0,295.0,,,,,10.1016/j.jallcom.2019.02.199,Enhancing thermoelectric properties of NaCo2O4 ceramics through Na pre-treatment induced nano-decoration ,open,Elsevier,2019,JAKUBCZYK,Journal of Alloys and Compounds,4.0,NaCo2O4
143,SiO2,,,ThermCond,total,thermal conductivity,[600.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),600.0,295.0,,,,,10.1557/mrs.2012.203,Thermal properties of graphene: Fundamentals and applications,payment,Springer,2012,"Pop Eric, Varshney Vikas, Roy Ajit K.",MRS Bulletin,600.0,SiO2
144,SiO2,,,ThermCond,total,thermal conductivity,[160.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),160.0,295.0,,,,,10.1557/mrs.2012.203,Thermal properties of graphene: Fundamentals and applications,payment,Springer,2012,"Pop Eric, Varshney Vikas, Roy Ajit K.",MRS Bulletin,160.0,SiO2
151,TiS1Se1,,,ThermCond,total,thermal conductivities,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[700.0],Kelvin^(1.0),1.1,700.0,,,,,10.1016/j.scib.2017.10.022,"Ultrahigh power factors in P-type 1T-ZrX2 (X = S, Se) single layers ",payment,Elsevier,2017,ZHEN,Science Bulletin,1.1,TiS1Se1
151,TiS1Se1,,,ThermCond,total,thermal conductivities,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[700.0],Kelvin^(1.0),1.1,700.0,,,,,10.1016/j.scib.2017.10.022,"Ultrahigh power factors in P-type 1T-ZrX2 (X = S, Se) single layers ",payment,Elsevier,2017,ZHEN,Science Bulletin,1.1,TiS1Se1
158,SrRuO3,,,ThermCond,total,thermal conductivity,[6.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),6.0,295.0,,,,,10.1016/j.jallcom.2004.06.053,Thermoelectric properties of perovskite type strontium ruthenium oxide ,payment,Elsevier,2005,MAEKAWA,Journal of Alloys and Compounds,6.0,SrRuO3
159,CoSb3,,substitution of Fe and Ni,ThermCond,total,thermal conductivity,[3.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),3.0,295.0,,,,,10.1016/j.jallcom.2006.11.037,"Thermoelectric properties of skutterudites Fe
x
Ni
y
Co1−x−y
Sb3 (x
=
y) ",payment,Elsevier,2008,MI,Journal of Alloys and Compounds,3.0,CoSb3
160,CoSb3,,,ThermCond,total,thermal conductivity,[9.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),9.0,295.0,,,,,10.1016/j.jallcom.2006.11.037,"Thermoelectric properties of skutterudites Fe
x
Ni
y
Co1−x−y
Sb3 (x
=
y) ",payment,Elsevier,2008,MI,Journal of Alloys and Compounds,9.0,CoSb3
162,Zn4Sb3,,,ThermCond,total,thermal conductivity,[1.06],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.06,295.0,,,,,10.1016/j.cej.2016.04.063,Preparation and properties of ZnSb thermoelectric material through mechanical-alloying and Spark Plasma Sintering ,payment,Elsevier,2016,POTHIN,Chemical Engineering Journal,1.06,Zn4Sb3
162,Zn4Sb3,,,ThermCond,total,thermal conductivity,[1.06],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.06,295.0,,,,,10.1016/j.cej.2016.04.063,Preparation and properties of ZnSb thermoelectric material through mechanical-alloying and Spark Plasma Sintering ,payment,Elsevier,2016,POTHIN,Chemical Engineering Journal,1.06,Zn4Sb3
176,Ba8Cu14Ge6P26,,,ThermCond,total,thermal conductivity,[0.72],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.72,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.72,Ba8Cu14Ge6P26
176,Ba8Cu14Ge6P26,,,ThermCond,total,thermal conductivity,[0.72],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.72,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.72,Ba8Cu14Ge6P26
176,Ba8Cu14Ge6P26,,,ThermCond,total,thermal conductivity,[0.72],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.72,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.72,Ba8Cu14Ge6P26
176,Ba8Cu14Ge6P26,,,ThermCond,total,thermal conductivity,[0.72],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.72,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.72,Ba8Cu14Ge6P26
177,Ba8Cu14Ge6P26,,,ThermCond,total,thermal conductivity,[0.75],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[100.0],Kelvin^(1.0),0.75,100.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.75,Ba8Cu14Ge6P26
177,Ba8Cu14Ge6P26,,,ThermCond,total,thermal conductivity,[0.75],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[100.0],Kelvin^(1.0),0.75,100.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.75,Ba8Cu14Ge6P26
177,Ba8Cu14Ge6P26,,,ThermCond,total,thermal conductivity,[0.75],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[100.0],Kelvin^(1.0),0.75,100.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.75,Ba8Cu14Ge6P26
177,Ba8Cu14Ge6P26,,,ThermCond,total,thermal conductivity,[0.75],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[100.0],Kelvin^(1.0),0.75,100.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.75,Ba8Cu14Ge6P26
178,Yb14MnSb11,,,ThermCond,total,thermal conductivity,[0.7],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.7000000000000001,300.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.7,Yb14MnSb11
178,Yb14MnSb11,,,ThermCond,total,thermal conductivity,[0.7],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.7000000000000001,300.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.7,Yb14MnSb11
181,Ca3AlSb3,,,ThermCond,total,thermal conductivity,[1.3],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.3,300.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,1.3,Ca3AlSb3
181,Ca3AlSb3,,,ThermCond,total,thermal conductivity,[1.3],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.3,300.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,1.3,Ca3AlSb3
182,Yb14MnSb11,,,ThermCond,lattice,lattice thermal conductivity,[0.51],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.51,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.51,Yb14MnSb11
182,Yb14MnSb11,,,ThermCond,lattice,lattice thermal conductivity,[0.51],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.51,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.51,Yb14MnSb11
183,Sr3GaSb3,,,ThermCond,lattice,lattice thermal conductivity,[0.52],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.52,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.52,Sr3GaSb3
183,Sr3GaSb3,,,ThermCond,lattice,lattice thermal conductivity,[0.52],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.52,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.52,Sr3GaSb3
184,Ba8Ga16Ge30,,,ThermCond,lattice,lattice thermal conductivity,[0.65],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.65,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.65,Ba8Ga16Ge30
184,Ba8Ga16Ge30,,,ThermCond,lattice,lattice thermal conductivity,[0.65],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[812.0],Kelvin^(1.0),0.65,812.0,,,,,10.1039/c7sc03482b,High-efficiency thermoelectric Ba8Cu14Ge6P26: bridging the gap between tetrel-based and tetrel-free clathrates,open,RSC,2017,"Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir, Jian Wang, Oleg I. Lebedev, Kathleen Lee, Juli-Anna Dolyniuk, Peter Klavins, Sabah Bux, Kirill Kovnir",Chemical Science,0.65,Ba8Ga16Ge30
